date,channel,sku,units_sold,revenue,promo_flag,category
2025-05-09,Ecommerce,ALE_PALE_6PK,16,167.84,0,Beer
2025-05-09,Ecommerce,BEER_IPA_4PK,6,77.94,0,Beer
2025-05-09,Ecommerce,BEER_LAGER_6PK,10,108.801,0,Beer
2025-05-09,Ecommerce,BEER_STOUT_6PK,5,59.95,0,Beer
2025-05-09,Retail,ALE_PALE_6PK,19,199.31,0,Beer
2025-05-09,Retail,BEER_IPA_4PK,27,350.73,0,Beer
2025-05-09,Retail,BEER_LAGER_6PK,26,285.74,0,Beer
2025-05-09,Retail,BEER_STOUT_6PK,30,359.7,0,Beer
2025-05-10,Ecommerce,ALE_PALE_6PK,14,145.811,0,Beer
2025-05-10,Ecommerce,BEER_IPA_4PK,4,51.96,0,Beer
2025-05-10,Ecommerce,BEER_LAGER_6PK,3,32.97,0,Beer
2025-05-10,Ecommerce,BEER_STOUT_6PK,1,11.99,0,Beer
2025-05-10,Retail,ALE_PALE_6PK,39,409.11,0,Beer
2025-05-10,Retail,BEER_IPA_4PK,37,457.248,1,Beer
2025-05-10,Retail,BEER_LAGER_6PK,25,248.374,1,Beer
2025-05-10,Retail,BEER_STOUT_6PK,33,395.67,0,Beer
2025-05-11,Ecommerce,BEER_LAGER_6PK,14,153.86,0,Beer
2025-05-11,Retail,ALE_PALE_6PK,24,251.76,0,Beer
2025-05-11,Retail,BEER_IPA_4PK,27,350.73,0,Beer
2025-05-11,Retail,BEER_LAGER_6PK,44,443.996,1,Beer
2025-05-11,Retail,BEER_STOUT_6PK,26,311.74,0,Beer
2025-05-12,Ecommerce,ALE_PALE_6PK,12,125.88,0,Beer
2025-05-12,Ecommerce,BEER_IPA_4PK,6,77.94,0,Beer
2025-05-12,Ecommerce,BEER_LAGER_6PK,19,208.81,0,Beer
2025-05-12,Retail,ALE_PALE_6PK,18,188.82,0,Beer
2025-05-12,Retail,BEER_IPA_4PK,14,181.86,0,Beer
2025-05-12,Retail,BEER_LAGER_6PK,23,232.988,1,Beer
2025-05-12,Retail,BEER_STOUT_6PK,27,309.342,1,Beer
2025-05-12,Retail,UNKNOWN_SKU_999,3,15.0,0,Legacy
2025-05-13,Ecommerce,ALE_PALE_6PK,9,94.41,0,Beer
2025-05-13,Ecommerce,BEER_STOUT_6PK,18,215.82,0,Beer
2025-05-13,Retail,ALE_PALE_6PK,21,220.29,0,Beer
2025-05-13,Retail,BEER_IPA_4PK,18,233.82000000000002,0,Beer
2025-05-13,Retail,BEER_LAGER_6PK,20,219.8,0,Beer
2025-05-13,Retail,BEER_STOUT_6PK,16,191.84,0,Beer
2025-05-14,Ecommerce,ALE_PALE_6PK,13,136.37,0,Beer
2025-05-14,Ecommerce,BEER_IPA_4PK,19,246.81,0,Beer
2025-05-14,Ecommerce,BEER_LAGER_6PK,13,142.87,0,Beer
2025-05-14,Retail,ALE_PALE_6PK,23,241.27,0,Beer
2025-05-14,Retail,BEER_IPA_4PK,16,207.84,0,Beer
2025-05-14,Retail,BEER_LAGER_6PK,17,186.82999999999998,0,Beer
2025-05-14,Retail,BEER_STOUT_6PK,29,347.71,0,Beer
2025-05-14,Retail,UNKNOWN_SKU_999,6,30.0,0,Legacy
2025-05-15,Ecommerce,BEER_LAGER_6PK,19,208.81,0,Beer
2025-05-15,Retail,ALE_PALE_6PK,24,251.76000000000002,0,Beer
2025-05-15,Retail,BEER_IPA_4PK,21,272.79,0,Beer
2025-05-15,Retail,BEER_LAGER_6PK,24,250.572,1,Beer
2025-05-15,Retail,BEER_STOUT_6PK,20,239.8,0,Beer
2025-05-16,Ecommerce,BEER_IPA_4PK,10,129.9,0,Beer
2025-05-16,Ecommerce,BEER_LAGER_6PK,19,208.81,0,Beer
2025-05-16,Ecommerce,BEER_STOUT_6PK,6,71.94,0,Beer
2025-05-16,Retail,ALE_PALE_6PK,22,203.50600000000003,1,Beer
2025-05-16,Retail,BEER_IPA_4PK,19,246.81,0,Beer
2025-05-16,Retail,BEER_LAGER_6PK,31,340.69,0,Beer
2025-05-16,Retail,BEER_STOUT_6PK,20,239.79999999999998,0,Beer
2025-05-16,Retail,UNKNOWN_SKU_999,5,25.0,0,Legacy
2025-05-17,Retail,ALE_PALE_6PK,24,251.76,0,Beer
2025-05-17,Retail,BEER_IPA_4PK,21,272.78999999999996,0,Beer
2025-05-17,Retail,BEER_LAGER_6PK,23,252.77,0,Beer
2025-05-17,Retail,BEER_STOUT_6PK,20,239.8,0,Beer
2025-05-18,Ecommerce,ALE_PALE_6PK,16,167.84,0,Beer
2025-05-18,Ecommerce,BEER_LAGER_6PK,3,32.97,0,Beer
2025-05-18,Retail,ALE_PALE_6PK,27,283.23,0,Beer
2025-05-18,Retail,BEER_IPA_4PK,27,350.73,0,Beer
2025-05-18,Retail,BEER_LAGER_6PK,39,428.61,0,Beer
2025-05-18,Retail,BEER_STOUT_6PK,10,119.9,0,Beer
2025-05-18,Retail,UNKNOWN_SKU_999,7,35.0,0,Legacy
2025-05-19,Ecommerce,ALE_PALE_6PK,9,94.41,0,Beer
2025-05-19,Ecommerce,BEER_IPA_4PK,17,220.83,0,Beer
2025-05-19,Ecommerce,BEER_LAGER_6PK,9,98.91,0,Beer
2025-05-19,Retail,ALE_PALE_6PK,22,230.78,0,Beer
2025-05-19,Retail,BEER_IPA_4PK,32,415.68,0,Beer
2025-05-19,Retail,BEER_LAGER_6PK,18,197.82000000000002,0,Beer
2025-05-19,Retail,BEER_STOUT_6PK,26,311.74,0,Beer
2025-05-20,Ecommerce,ALE_PALE_6PK,15,157.35,0,Beer
2025-05-20,Ecommerce,BEER_IPA_4PK,5,64.95,0,Beer
2025-05-20,Ecommerce,BEER_STOUT_6PK,19,227.81,0,Beer
2025-05-20,Retail,ALE_PALE_6PK,17,178.33,0,Beer
2025-05-20,Retail,BEER_IPA_4PK,31,371.514,1,Beer
2025-05-20,Retail,BEER_LAGER_6PK,20,213.20600000000002,1,Beer
2025-05-20,Retail,BEER_STOUT_6PK,22,263.78000000000003,0,Beer
2025-05-21,Ecommerce,BEER_IPA_4PK,4,51.96,0,Beer
2025-05-21,Ecommerce,BEER_LAGER_6PK,10,109.9,0,Beer
2025-05-21,Retail,ALE_PALE_6PK,29,304.21000000000004,0,Beer
2025-05-21,Retail,BEER_IPA_4PK,18,233.82,0,Beer
2025-05-21,Retail,BEER_LAGER_6PK,17,186.83,0,Beer
2025-05-21,Retail,BEER_STOUT_6PK,18,215.82,0,Beer
2025-05-21,Retail,UNKNOWN_SKU_999,5,25.0,0,Legacy
2025-05-22,Ecommerce,ALE_PALE_6PK,15,157.35,0,Beer
2025-05-22,Ecommerce,BEER_LAGER_6PK,12,131.88,0,Beer
2025-05-22,Ecommerce,BEER_STOUT_6PK,14,167.86,0,Beer
2025-05-22,Retail,ALE_PALE_6PK,30,295.818,1,Beer
2025-05-22,Retail,BEER_IPA_4PK,21,272.79,0,Beer
2025-05-22,Retail,BEER_LAGER_6PK,28,274.75,1,Beer
2025-05-22,Retail,BEER_STOUT_6PK,17,203.83,0,Beer
2025-05-23,Ecommerce,ALE_PALE_6PK,5,51.401,0,Beer
2025-05-23,Ecommerce,BEER_STOUT_6PK,19,227.81,0,Beer
2025-05-23,Retail,ALE_PALE_6PK,28,279.034,1,Beer
2025-05-23,Retail,BEER_IPA_4PK,29,376.71000000000004,0,Beer
2025-05-23,Retail,BEER_LAGER_6PK,20,219.8,0,Beer
2025-05-23,Retail,BEER_STOUT_6PK,22,249.392,1,Beer
2025-05-24,Ecommerce,BEER_IPA_4PK,3,38.97,0,Beer
2025-05-24,Ecommerce,BEER_LAGER_6PK,12,131.88,0,Beer
2025-05-24,Ecommerce,BEER_STOUT_6PK,15,179.85,0,Beer
2025-05-24,Retail,ALE_PALE_6PK,34,341.97400000000005,1,Beer
2025-05-24,Retail,BEER_IPA_4PK,39,506.61,0,Beer
2025-05-24,Retail,BEER_LAGER_6PK,37,406.63,0,Beer
2025-05-24,Retail,BEER_STOUT_6PK,23,275.77,0,Beer
2025-05-24,Retail,UNKNOWN_SKU_999,14,70.0,0,Legacy
2025-05-25,Ecommerce,ALE_PALE_6PK,15,157.35,0,Beer
2025-05-25,Ecommerce,BEER_IPA_4PK,15,194.85,0,Beer
2025-05-25,Ecommerce,BEER_STOUT_6PK,12,143.88,0,Beer
2025-05-25,Retail,ALE_PALE_6PK,43,451.07,0,Beer
2025-05-25,Retail,BEER_IPA_4PK,39,506.61,0,Beer
2025-05-25,Retail,BEER_LAGER_6PK,28,307.72,0,Beer
2025-05-25,Retail,BEER_STOUT_6PK,36,431.64,0,Beer
2025-05-26,Ecommerce,ALE_PALE_6PK,15,157.35,0,Beer
2025-05-26,Ecommerce,BEER_IPA_4PK,17,220.83,0,Beer
2025-05-26,Ecommerce,BEER_LAGER_6PK,6,65.94,0,Beer
2025-05-26,Ecommerce,BEER_STOUT_6PK,15,179.85,0,Beer
2025-05-26,Retail,ALE_PALE_6PK,26,247.56400000000002,1,Beer
2025-05-26,Retail,BEER_IPA_4PK,29,361.122,1,Beer
2025-05-26,Retail,BEER_LAGER_6PK,22,241.78000000000003,0,Beer
2025-05-26,Retail,BEER_STOUT_6PK,17,203.83,0,Beer
2025-05-27,Ecommerce,ALE_PALE_6PK,1,10.49,0,Beer
2025-05-27,Ecommerce,BEER_IPA_4PK,12,155.88,0,Beer
2025-05-27,Ecommerce,BEER_LAGER_6PK,11,120.89,0,Beer
2025-05-27,Ecommerce,BEER_STOUT_6PK,19,227.81,0,Beer
2025-05-27,Retail,ALE_PALE_6PK,18,188.82,0,Beer
2025-05-27,Retail,BEER_IPA_4PK,21,272.78999999999996,0,Beer
2025-05-27,Retail,BEER_LAGER_6PK,46,435.204,1,Beer
2025-05-27,Retail,BEER_STOUT_6PK,23,275.77,0,Beer
2025-05-28,Ecommerce,ALE_PALE_6PK,4,41.96,0,Beer
2025-05-28,Ecommerce,BEER_IPA_4PK,11,142.89000000000001,0,Beer
2025-05-28,Ecommerce,BEER_LAGER_6PK,16,175.84,0,Beer
2025-05-28,Ecommerce,BEER_STOUT_6PK,1,11.99,0,Beer
2025-05-28,Retail,ALE_PALE_6PK,27,283.23,0,Beer
2025-05-28,Retail,BEER_IPA_4PK,28,363.72,0,Beer
2025-05-28,Retail,BEER_LAGER_6PK,17,186.83,0,Beer
2025-05-28,Retail,BEER_STOUT_6PK,19,196.63600000000002,1,Beer
2025-05-29,Ecommerce,BEER_IPA_4PK,6,77.94,0,Beer
2025-05-29,Ecommerce,BEER_STOUT_6PK,4,47.96,0,Beer
2025-05-29,Retail,ALE_PALE_6PK,14,138.46800000000002,1,Beer
2025-05-29,Retail,BEER_IPA_4PK,27,350.73,0,Beer
2025-05-29,Retail,BEER_LAGER_6PK,33,340.69,1,Beer
2025-05-29,Retail,BEER_STOUT_6PK,18,215.82,0,Beer
2025-05-30,Ecommerce,ALE_PALE_6PK,1,10.49,0,Beer
2025-05-30,Ecommerce,BEER_IPA_4PK,17,220.83,0,Beer
2025-05-30,Ecommerce,BEER_LAGER_6PK,2,21.98,0,Beer
2025-05-30,Retail,ALE_PALE_6PK,27,262.25,1,Beer
2025-05-30,Retail,BEER_IPA_4PK,24,303.966,1,Beer
2025-05-30,Retail,BEER_LAGER_6PK,32,331.898,1,Beer
2025-05-30,Retail,BEER_STOUT_6PK,13,155.87,0,Beer
2025-05-31,Ecommerce,BEER_LAGER_6PK,13,142.87,0,Beer
2025-05-31,Retail,ALE_PALE_6PK,48,503.52,0,Beer
2025-05-31,Retail,BEER_IPA_4PK,36,467.64000000000004,0,Beer
2025-05-31,Retail,BEER_LAGER_6PK,39,389.046,1,Beer
2025-05-31,Retail,BEER_STOUT_6PK,35,419.65,0,Beer
2025-06-01,Ecommerce,BEER_IPA_4PK,2,25.98,0,Beer
2025-06-01,Ecommerce,BEER_LAGER_6PK,12,131.88,0,Beer
2025-06-01,Ecommerce,BEER_STOUT_6PK,19,227.81,0,Beer
2025-06-01,Retail,ALE_PALE_6PK,49,482.5400000000001,1,Beer
2025-06-01,Retail,BEER_IPA_4PK,38,467.64,1,Beer
2025-06-01,Retail,BEER_LAGER_6PK,32,329.7,1,Beer
2025-06-01,Retail,BEER_STOUT_6PK,31,371.69000000000005,0,Beer
2025-06-02,Ecommerce,BEER_IPA_4PK,4,51.96,0,Beer
2025-06-02,Ecommerce,BEER_LAGER_6PK,12,131.88,0,Beer
2025-06-02,Ecommerce,BEER_STOUT_6PK,18,214.62099999999998,0,Beer
2025-06-02,Retail,ALE_PALE_6PK,34,356.66,0,Beer
2025-06-02,Retail,BEER_IPA_4PK,27,350.73,0,Beer
2025-06-02,Retail,BEER_LAGER_6PK,34,373.65999999999997,0,Beer
2025-06-02,Retail,BEER_STOUT_6PK,32,383.68,0,Beer
2025-06-03,Ecommerce,ALE_PALE_6PK,13,136.37,0,Beer
2025-06-03,Ecommerce,BEER_IPA_4PK,1,12.99,0,Beer
2025-06-03,Ecommerce,BEER_LAGER_6PK,2,20.881,0,Beer
2025-06-03,Retail,ALE_PALE_6PK,35,367.15,0,Beer
2025-06-03,Retail,BEER_IPA_4PK,17,220.83,0,Beer
2025-06-03,Retail,BEER_LAGER_6PK,23,252.76999999999998,0,Beer
2025-06-03,Retail,BEER_STOUT_6PK,36,422.048,1,Beer
2025-06-04,Ecommerce,BEER_IPA_4PK,5,64.95,0,Beer
2025-06-04,Retail,ALE_PALE_6PK,27,262.25,1,Beer
2025-06-04,Retail,BEER_IPA_4PK,25,324.75,0,Beer
2025-06-04,Retail,BEER_LAGER_6PK,18,197.82,0,Beer
2025-06-04,Retail,BEER_STOUT_6PK,39,467.61,0,Beer
2025-06-05,Ecommerce,ALE_PALE_6PK,2,20.98,0,Beer
2025-06-05,Ecommerce,BEER_IPA_4PK,19,246.81,0,Beer
2025-06-05,Ecommerce,BEER_STOUT_6PK,1,11.99,0,Beer
2025-06-05,Retail,ALE_PALE_6PK,19,199.31,0,Beer
2025-06-05,Retail,BEER_IPA_4PK,31,379.308,1,Beer
2025-06-05,Retail,BEER_LAGER_6PK,35,384.65,0,Beer
2025-06-05,Retail,BEER_STOUT_6PK,23,261.382,1,Beer
2025-06-06,Ecommerce,ALE_PALE_6PK,8,83.92,0,Beer
2025-06-06,Ecommerce,BEER_IPA_4PK,14,181.86,0,Beer
2025-06-06,Ecommerce,BEER_STOUT_6PK,9,107.91,0,Beer
2025-06-06,Retail,ALE_PALE_6PK,30,295.818,1,Beer
2025-06-06,Retail,BEER_IPA_4PK,47,571.56,1,Beer
2025-06-06,Retail,BEER_LAGER_6PK,44,461.58,1,Beer
2025-06-06,Retail,BEER_STOUT_6PK,23,275.77,0,Beer
2025-06-07,Ecommerce,ALE_PALE_6PK,3,31.47,0,Beer
2025-06-07,Ecommerce,BEER_IPA_4PK,4,51.96,0,Beer
2025-06-07,Ecommerce,BEER_LAGER_6PK,11,120.89,0,Beer
2025-06-07,Retail,ALE_PALE_6PK,61,639.89,0,Beer
2025-06-07,Retail,BEER_IPA_4PK,30,389.7,0,Beer
2025-06-07,Retail,BEER_LAGER_6PK,67,655.004,1,Beer
2025-06-07,Retail,BEER_STOUT_6PK,61,731.3900000000001,0,Beer
2025-06-07,Retail,UNKNOWN_SKU_999,10,50.0,0,Legacy
2025-06-08,Ecommerce,ALE_PALE_6PK,10,104.9,0,Beer
2025-06-08,Ecommerce,BEER_LAGER_6PK,5,54.95,0,Beer
2025-06-08,Ecommerce,BEER_STOUT_6PK,14,167.86,0,Beer
2025-06-08,Retail,ALE_PALE_6PK,64,581.1460000000001,1,Beer
2025-06-08,Retail,BEER_IPA_4PK,35,454.65000000000003,0,Beer
2025-06-08,Retail,BEER_LAGER_6PK,27,270.354,1,Beer
2025-06-08,Retail,BEER_STOUT_6PK,29,347.71000000000004,0,Beer
2025-06-09,Ecommerce,BEER_LAGER_6PK,6,65.94,0,Beer
2025-06-09,Retail,ALE_PALE_6PK,24,251.76,0,Beer
2025-06-09,Retail,BEER_IPA_4PK,29,376.71000000000004,0,Beer
2025-06-09,Retail,BEER_LAGER_6PK,38,417.62,0,Beer
2025-06-09,Retail,BEER_STOUT_6PK,18,215.82,0,Beer
2025-06-09,Retail,UNKNOWN_SKU_999,9,45.0,0,Legacy
2025-06-10,Ecommerce,ALE_PALE_6PK,4,41.96,0,Beer
2025-06-10,Ecommerce,BEER_IPA_4PK,11,142.89000000000001,0,Beer
2025-06-10,Ecommerce,BEER_LAGER_6PK,10,109.9,0,Beer
2025-06-10,Ecommerce,BEER_STOUT_6PK,8,95.92,0,Beer
2025-06-10,Retail,ALE_PALE_6PK,23,241.26999999999998,0,Beer
2025-06-10,Retail,BEER_IPA_4PK,27,350.73,0,Beer
2025-06-10,Retail,BEER_LAGER_6PK,18,197.82,0,Beer
2025-06-10,Retail,BEER_STOUT_6PK,23,275.77,0,Beer
2025-06-11,Ecommerce,BEER_LAGER_6PK,18,197.82,0,Beer
2025-06-11,Ecommerce,BEER_STOUT_6PK,14,167.86,0,Beer
2025-06-11,Retail,ALE_PALE_6PK,13,136.37,0,Beer
2025-06-11,Retail,BEER_IPA_4PK,23,298.77,0,Beer
2025-06-11,Retail,BEER_LAGER_6PK,20,219.8,0,Beer
2025-06-11,Retail,BEER_STOUT_6PK,24,251.79,1,Beer
2025-06-12,Ecommerce,ALE_PALE_6PK,12,125.88,0,Beer
2025-06-12,Ecommerce,BEER_STOUT_6PK,3,35.97,0,Beer
2025-06-12,Retail,ALE_PALE_6PK,19,199.31,0,Beer
2025-06-12,Retail,BEER_IPA_4PK,28,363.72,0,Beer
2025-06-12,Retail,BEER_LAGER_6PK,22,241.78,0,Beer
2025-06-12,Retail,BEER_STOUT_6PK,30,335.72,1,Beer
2025-06-12,Retail,UNKNOWN_SKU_999,6,30.0,0,Legacy
2025-06-13,Ecommerce,BEER_IPA_4PK,15,194.85,0,Beer
2025-06-13,Retail,ALE_PALE_6PK,20,209.8,0,Beer
2025-06-13,Retail,BEER_IPA_4PK,45,584.55,0,Beer
2025-06-13,Retail,BEER_LAGER_6PK,26,263.76,1,Beer
2025-06-13,Retail,BEER_STOUT_6PK,21,251.79000000000002,0,Beer
2025-06-14,Ecommerce,ALE_PALE_6PK,6,62.94,0,Beer
2025-06-14,Ecommerce,BEER_IPA_4PK,8,103.92,0,Beer
2025-06-14,Ecommerce,BEER_STOUT_6PK,14,167.86,0,Beer
2025-06-14,Retail,ALE_PALE_6PK,33,346.17,0,Beer
2025-06-14,Retail,BEER_IPA_4PK,36,467.64,0,Beer
2025-06-14,Retail,BEER_LAGER_6PK,42,461.58000000000004,0,Beer
2025-06-14,Retail,BEER_STOUT_6PK,41,491.59000000000003,0,Beer
2025-06-14,Retail,UNKNOWN_SKU_999,14,70.0,0,Legacy
2025-06-15,Ecommerce,ALE_PALE_6PK,16,167.84,0,Beer
2025-06-15,Ecommerce,BEER_IPA_4PK,4,50.661,0,Beer
2025-06-15,Ecommerce,BEER_LAGER_6PK,14,153.86,0,Beer
2025-06-15,Ecommerce,BEER_STOUT_6PK,6,71.94,0,Beer
2025-06-15,Retail,ALE_PALE_6PK,38,398.62,0,Beer
2025-06-15,Retail,BEER_IPA_4PK,52,675.48,0,Beer
2025-06-15,Retail,BEER_LAGER_6PK,49,538.51,0,Beer
2025-06-15,Retail,BEER_STOUT_6PK,67,721.798,1,Beer
2025-06-15,Retail,UNKNOWN_SKU_999,14,70.0,0,Legacy
2025-06-16,Ecommerce,BEER_IPA_4PK,2,25.98,0,Beer
2025-06-16,Ecommerce,BEER_LAGER_6PK,17,185.73100000000002,0,Beer
2025-06-16,Ecommerce,BEER_STOUT_6PK,18,215.82,0,Beer
2025-06-16,Retail,ALE_PALE_6PK,21,220.29000000000002,0,Beer
2025-06-16,Retail,BEER_IPA_4PK,26,337.74,0,Beer
2025-06-16,Retail,BEER_LAGER_6PK,11,120.89,0,Beer
2025-06-16,Retail,BEER_STOUT_6PK,44,527.5600000000001,0,Beer
2025-06-17,Ecommerce,ALE_PALE_6PK,16,167.84,0,Beer
2025-06-17,Ecommerce,BEER_LAGER_6PK,13,142.87,0,Beer
2025-06-17,Retail,ALE_PALE_6PK,47,493.03000000000003,0,Beer
2025-06-17,Retail,BEER_IPA_4PK,28,363.72,0,Beer
2025-06-17,Retail,BEER_LAGER_6PK,36,395.64,0,Beer
2025-06-17,Retail,BEER_STOUT_6PK,28,335.72,0,Beer
2025-06-18,Ecommerce,ALE_PALE_6PK,18,188.82,0,Beer
2025-06-18,Ecommerce,BEER_LAGER_6PK,13,142.87,0,Beer
2025-06-18,Ecommerce,BEER_STOUT_6PK,14,167.86,0,Beer
2025-06-18,Retail,ALE_PALE_6PK,36,377.64,0,Beer
2025-06-18,Retail,BEER_IPA_4PK,26,337.74,0,Beer
2025-06-18,Retail,BEER_LAGER_6PK,38,417.62,0,Beer
2025-06-18,Retail,BEER_STOUT_6PK,35,381.28200000000004,1,Beer
2025-06-19,Ecommerce,ALE_PALE_6PK,9,94.41,0,Beer
2025-06-19,Ecommerce,BEER_IPA_4PK,8,103.92,0,Beer
2025-06-19,Ecommerce,BEER_STOUT_6PK,5,58.751000000000005,0,Beer
2025-06-19,Retail,ALE_PALE_6PK,33,346.17,0,Beer
2025-06-19,Retail,BEER_IPA_4PK,25,324.75,0,Beer
2025-06-19,Retail,BEER_LAGER_6PK,18,197.82,0,Beer
2025-06-19,Retail,BEER_STOUT_6PK,40,479.6,0,Beer
2025-06-20,Ecommerce,BEER_IPA_4PK,9,116.91,0,Beer
2025-06-20,Ecommerce,BEER_LAGER_6PK,15,164.85,0,Beer
2025-06-20,Ecommerce,BEER_STOUT_6PK,10,119.9,0,Beer
2025-06-20,Retail,ALE_PALE_6PK,30,314.70000000000005,0,Beer
2025-06-20,Retail,BEER_IPA_4PK,34,441.65999999999997,0,Beer
2025-06-20,Retail,BEER_LAGER_6PK,15,164.85,0,Beer
2025-06-20,Retail,BEER_STOUT_6PK,24,287.76,0,Beer
2025-06-21,Ecommerce,ALE_PALE_6PK,16,167.84,0,Beer
2025-06-21,Ecommerce,BEER_IPA_4PK,14,181.86,0,Beer
2025-06-21,Ecommerce,BEER_LAGER_6PK,18,197.82,0,Beer
2025-06-21,Ecommerce,BEER_STOUT_6PK,18,215.82,0,Beer
2025-06-21,Retail,ALE_PALE_6PK,38,398.62,0,Beer
2025-06-21,Retail,BEER_IPA_4PK,39,506.61,0,Beer
2025-06-21,Retail,BEER_LAGER_6PK,59,648.4100000000001,0,Beer
2025-06-21,Retail,BEER_STOUT_6PK,48,537.152,1,Beer
2025-06-22,Ecommerce,BEER_IPA_4PK,10,129.9,0,Beer
2025-06-22,Ecommerce,BEER_LAGER_6PK,5,54.95,0,Beer
2025-06-22,Retail,ALE_PALE_6PK,33,346.17,0,Beer
2025-06-22,Retail,BEER_IPA_4PK,16,207.84,0,Beer
2025-06-22,Retail,BEER_LAGER_6PK,29,318.71000000000004,0,Beer
2025-06-22,Retail,BEER_STOUT_6PK,51,611.49,0,Beer
2025-06-23,Ecommerce,ALE_PALE_6PK,16,167.84,0,Beer
2025-06-23,Ecommerce,BEER_IPA_4PK,6,77.94,0,Beer
2025-06-23,Ecommerce,BEER_STOUT_6PK,9,107.91,0,Beer
2025-06-23,Retail,ALE_PALE_6PK,25,262.25,0,Beer
2025-06-23,Retail,BEER_IPA_4PK,36,426.072,1,Beer
2025-06-23,Retail,BEER_LAGER_6PK,28,307.72,0,Beer
2025-06-23,Retail,BEER_STOUT_6PK,21,251.79000000000002,0,Beer
2025-06-23,Retail,UNKNOWN_SKU_999,4,20.0,0,Legacy
2025-06-24,Ecommerce,ALE_PALE_6PK,5,52.45,0,Beer
2025-06-24,Ecommerce,BEER_IPA_4PK,18,232.521,0,Beer
2025-06-24,Ecommerce,BEER_LAGER_6PK,11,120.89,0,Beer
2025-06-24,Retail,ALE_PALE_6PK,28,293.72,0,Beer
2025-06-24,Retail,BEER_IPA_4PK,29,376.71000000000004,0,Beer
2025-06-24,Retail,BEER_LAGER_6PK,29,309.918,1,Beer
2025-06-24,Retail,BEER_STOUT_6PK,27,323.73,0,Beer
2025-06-24,Retail,UNKNOWN_SKU_999,9,45.0,0,Legacy
2025-06-25,Ecommerce,ALE_PALE_6PK,11,115.39,0,Beer
2025-06-25,Ecommerce,BEER_IPA_4PK,9,116.91,0,Beer
2025-06-25,Retail,ALE_PALE_6PK,37,388.13,0,Beer
2025-06-25,Retail,BEER_IPA_4PK,46,532.5899999999999,1,Beer
2025-06-25,Retail,BEER_LAGER_6PK,51,503.342,1,Beer
2025-06-25,Retail,BEER_STOUT_6PK,25,299.75,0,Beer
2025-06-25,Retail,UNKNOWN_SKU_999,12,60.0,0,Legacy
2025-06-26,Ecommerce,ALE_PALE_6PK,4,41.96,0,Beer
2025-06-26,Ecommerce,BEER_IPA_4PK,9,116.91,0,Beer
2025-06-26,Retail,ALE_PALE_6PK,30,314.7,0,Beer
2025-06-26,Retail,BEER_IPA_4PK,31,402.69,0,Beer
2025-06-26,Retail,BEER_LAGER_6PK,45,452.788,1,Beer
2025-06-26,Retail,BEER_STOUT_6PK,21,251.79000000000002,0,Beer
2025-06-27,Ecommerce,BEER_IPA_4PK,5,64.95,0,Beer
2025-06-27,Ecommerce,BEER_LAGER_6PK,8,87.92,0,Beer
2025-06-27,Retail,ALE_PALE_6PK,30,314.7,0,Beer
2025-06-27,Retail,BEER_IPA_4PK,34,441.65999999999997,0,Beer
2025-06-27,Retail,BEER_LAGER_6PK,28,307.72,0,Beer
2025-06-27,Retail,BEER_STOUT_6PK,34,407.65999999999997,0,Beer
2025-06-28,Ecommerce,ALE_PALE_6PK,13,136.37,0,Beer
2025-06-28,Ecommerce,BEER_IPA_4PK,4,51.96,0,Beer
2025-06-28,Ecommerce,BEER_LAGER_6PK,3,32.97,0,Beer
2025-06-28,Ecommerce,BEER_STOUT_6PK,16,191.84,0,Beer
2025-06-28,Retail,ALE_PALE_6PK,34,331.484,1,Beer
2025-06-28,Retail,BEER_IPA_4PK,65,844.35,0,Beer
2025-06-28,Retail,BEER_LAGER_6PK,39,428.61,0,Beer
2025-06-28,Retail,BEER_STOUT_6PK,59,707.4100000000001,0,Beer
2025-06-29,Ecommerce,ALE_PALE_6PK,1,10.49,0,Beer
2025-06-29,Ecommerce,BEER_IPA_4PK,3,38.97,0,Beer
2025-06-29,Ecommerce,BEER_STOUT_6PK,4,47.96,0,Beer
2025-06-29,Retail,ALE_PALE_6PK,50,524.5,0,Beer
2025-06-29,Retail,BEER_IPA_4PK,44,571.56,0,Beer
2025-06-29,Retail,BEER_LAGER_6PK,34,373.66,0,Beer
2025-06-29,Retail,BEER_STOUT_6PK,32,383.68,0,Beer
2025-06-30,Ecommerce,ALE_PALE_6PK,5,52.45,0,Beer
2025-06-30,Ecommerce,BEER_IPA_4PK,8,103.92,0,Beer
2025-06-30,Ecommerce,BEER_STOUT_6PK,9,107.91,0,Beer
2025-06-30,Retail,ALE_PALE_6PK,24,251.76,0,Beer
2025-06-30,Retail,BEER_IPA_4PK,28,324.75,1,Beer
2025-06-30,Retail,BEER_LAGER_6PK,35,342.888,1,Beer
2025-06-30,Retail,BEER_STOUT_6PK,30,359.7,0,Beer
2025-07-01,Ecommerce,ALE_PALE_6PK,4,41.96,0,Beer
2025-07-01,Ecommerce,BEER_LAGER_6PK,12,131.88,0,Beer
2025-07-01,Ecommerce,BEER_STOUT_6PK,9,106.711,0,Beer
2025-07-01,Retail,ALE_PALE_6PK,40,419.6,0,Beer
2025-07-01,Retail,BEER_IPA_4PK,26,337.74,0,Beer
2025-07-01,Retail,BEER_LAGER_6PK,33,362.67,0,Beer
2025-07-01,Retail,BEER_STOUT_6PK,22,263.78,0,Beer
